Accession	Description	Gene Symbol	Abundance_811269 	Abundance_811270 	Abundance_811271 	cytoplasm	nucleus
Q53GQ0	Very-long-chain 3-oxoacyl-CoA reductase OS=Homo sapiens OX=9606 GN=HSD17B12 PE=1 SV=2	HSD17B12	5.20481	6.13072	5.60807	0.925912	0.403263
Q7Z739	YTH domain-containing family protein 3 OS=Homo sapiens OX=9606 GN=YTHDF3 PE=1 SV=1	YTHDF3	4.57894	6.12492	3	1.54598	-1.57894
Q7Z2W4	Zinc finger CCCH-type antiviral protein 1 OS=Homo sapiens OX=9606 GN=ZC3HAV1 PE=1 SV=3	ZC3HAV1	3	6.03702	5.51084	3.03702	2.51084
Q9UNM6	26S proteasome non-ATPase regulatory subunit 13 OS=Homo sapiens OX=9606 GN=PSMD13 PE=1 SV=2	PSMD13	4.51785	6.1975	5.38781	1.67965	0.869957
P35998	26S proteasome regulatory subunit 7 OS=Homo sapiens OX=9606 GN=PSMC2 PE=1 SV=3	PSMC2	4.5564	6.133	5.47378	1.57661	0.917385
Q9NRX2	39S ribosomal protein L17, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL17 PE=1 SV=1	MRPL17	3	6.09751	4.33048	3.09751	1.33048
C9JG87	39S ribosomal protein L39, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=MRPL39 PE=1 SV=1		3	6.09618	3	3.09618	0
D3YTB1	60S ribosomal protein L32 (Fragment) OS=Homo sapiens OX=9606 GN=RPL32 PE=1 SV=1		4.09641	5.64531	4.83453	1.5489	0.738114
Q5VYL4	Abnormal spindle-like microcephaly-associated protein OS=Homo sapiens OX=9606 GN=ASPM PE=1 SV=1	ASPM	3	5.78498	3	2.78498	0
P39687	Acidic leucine-rich nuclear phosphoprotein 32 family member A OS=Homo sapiens OX=9606 GN=ANP32A PE=1 SV=1	ANP32A	4.06989	6.62554	3	2.55565	-1.06989
P23526	Adenosylhomocysteinase OS=Homo sapiens OX=9606 GN=AHCY PE=1 SV=4	AHCY	3.68377	6.0957	5.57481	2.41193	1.89104
H7BXY3	ATP-dependent RNA helicase DHX30 OS=Homo sapiens OX=9606 GN=DHX30 PE=1 SV=1	DHX30	3	5.33068	4.60328	2.33068	1.60328
Q96GD4	Aurora kinase B OS=Homo sapiens OX=9606 GN=AURKB PE=1 SV=3	AURKB	3.94842	4.87379	5.08843	0.925368	1.14001
O75531	Barrier-to-autointegration factor OS=Homo sapiens OX=9606 GN=BANF1 PE=1 SV=1	BANF1	5.68116	6.7373	5.29347	1.05614	-0.387694
Q15018	BRISC complex subunit Abraxas 2 OS=Homo sapiens OX=9606 GN=ABRAXAS2 PE=1 SV=2	FAM175B; ABRAXAS2	3	5.8922	3	2.8922	0
P11586	C-1-tetrahydrofolate synthase, cytoplasmic OS=Homo sapiens OX=9606 GN=MTHFD1 PE=1 SV=3	MTHFD1	4.22645	6.17718	4.93959	1.95073	0.713143
P27824	Calnexin OS=Homo sapiens OX=9606 GN=CANX PE=1 SV=2	CANX	4.41957	6.23761	4.64801	1.81804	0.228436
O43852	Calumenin OS=Homo sapiens OX=9606 GN=CALU PE=1 SV=2	CALU	4.14261	6.24027	3	2.09766	-1.14261
Q9UBR2	Cathepsin Z OS=Homo sapiens OX=9606 GN=CTSZ PE=1 SV=1	CTSZ	4.37969	6.6473	5.05834	2.2676	0.678654
O00622	CCN family member 1 OS=Homo sapiens OX=9606 GN=CCN1 PE=1 SV=1	CYR61	4.53369	5.89924	3	1.36556	-1.53369
P62633	Cellular nucleic acid-binding protein OS=Homo sapiens OX=9606 GN=CNBP PE=1 SV=1	CNBP	4.60327	6.15462	4.4653	1.55135	-0.137966
P09496	Clathrin light chain A OS=Homo sapiens OX=9606 GN=CLTA PE=1 SV=1	CLTA	5.23279	6.78115	3	1.54836	-2.23279
Q8N684	Cleavage and polyadenylation specificity factor subunit 7 OS=Homo sapiens OX=9606 GN=CPSF7 PE=1 SV=1	CPSF7	4.77568	4.77953	4.89561	0.00385182	0.119929
Q9ULV4	Coronin-1C OS=Homo sapiens OX=9606 GN=CORO1C PE=1 SV=1	CORO1C	4.75869	5.82606	5.13321	1.06737	0.374516
P52943	Cysteine-rich protein 2 OS=Homo sapiens OX=9606 GN=CRIP2 PE=1 SV=1	CRIP2	3	5.84906	4.6055	2.84906	1.6055
Q14008	Cytoskeleton-associated protein 5 OS=Homo sapiens OX=9606 GN=CKAP5 PE=1 SV=3	CKAP5	4.41983	5.32864	4.55915	0.90881	0.139328
Q96N67	Dedicator of cytokinesis protein 7 OS=Homo sapiens OX=9606 GN=DOCK7 PE=1 SV=4	DOCK7	3	5.52776	3	2.52776	0
H0Y993	DEK oncogene (DNA binding), isoform CRA_b OS=Homo sapiens OX=9606 GN=DEK PE=1 SV=2		5.60719	3	4.9355	-2.60719	-0.671691
P54886	Delta-1-pyrroline-5-carboxylate synthase OS=Homo sapiens OX=9606 GN=ALDH18A1 PE=1 SV=2	ALDH18A1	4.94813	5.17475	5.61597	0.226618	0.667841
P81605	Dermcidin OS=Homo sapiens OX=9606 GN=DCD PE=1 SV=2	DCD	5.44195	5.38677	5.63074	-0.0551794	0.188792
Q16555	Dihydropyrimidinase-related protein 2 OS=Homo sapiens OX=9606 GN=DPYSL2 PE=1 SV=1	DPYSL2	3	5.66036	5.05807	2.66036	2.05807
C9JLU1	DNA-directed RNA polymerases I, II, and III subunit RPABC3 (Fragment) OS=Homo sapiens OX=9606 GN=POLR2H PE=1 SV=8		3.63477	5.90758	4.39753	2.27281	0.762757
Q9UBS4	DnaJ homolog subfamily B member 11 OS=Homo sapiens OX=9606 GN=DNAJB11 PE=1 SV=1	DNAJB11	4.78342	6.00233	5.83939	1.21891	1.05596
E7EVJ4	Double-stranded RNA-binding protein Staufen homolog 2 OS=Homo sapiens OX=9606 GN=STAU2 PE=1 SV=1		4.55708	5.8344	4.63609	1.27732	0.0790087
Q8NG27	E3 ubiquitin-protein ligase Praja-1 OS=Homo sapiens OX=9606 GN=PJA1 PE=1 SV=2	PJA1	3	5.30124	3	2.30124	0
P29317	Ephrin type-A receptor 2 OS=Homo sapiens OX=9606 GN=EPHA2 PE=1 SV=2	EPHA2	4.5807	5.29942	4.2681	0.718725	-0.312594
O75477	Erlin-1 OS=Homo sapiens OX=9606 GN=ERLIN1 PE=1 SV=2		3	6.098	3	3.098	0
P41091	Eukaryotic translation initiation factor 2 subunit 3 OS=Homo sapiens OX=9606 GN=EIF2S3 PE=1 SV=3	EIF2S3	3	5.63048	5.32	2.63048	2.32
Q9UBQ5	Eukaryotic translation initiation factor 3 subunit K OS=Homo sapiens OX=9606 GN=EIF3K PE=1 SV=1	EIF3K	3	6.48674	4.79452	3.48674	1.79452
P78347	General transcription factor II-I OS=Homo sapiens OX=9606 GN=GTF2I PE=1 SV=2	GTF2I	3	4.71861	5.45931	1.71861	2.45931
O60763	General vesicular transport factor p115 OS=Homo sapiens OX=9606 GN=USO1 PE=1 SV=2	USO1	3.4818	5.36565	4.40031	1.88385	0.918506
P04899	Guanine nucleotide-binding protein G(i) subunit alpha-2 OS=Homo sapiens OX=9606 GN=GNAI2 PE=1 SV=3	GNAI2	4.87847	5.68069	5.18146	0.802225	0.302997
P69905	Hemoglobin subunit alpha OS=Homo sapiens OX=9606 GN=HBA1 PE=1 SV=2	HBA2; HBA1	5.56218	5.63772	5.59854	0.0755429	0.0363655
Q92522	Histone H1x OS=Homo sapiens OX=9606 GN=H1FX PE=1 SV=1	H1FX	5.09268	4.97222	5.51753	-0.120457	0.424853
A0A140T9H5	HLA class I histocompatibility antigen, C alpha chain OS=Homo sapiens OX=9606 GN=HLA-C PE=1 SV=1		4.68897	4.9191	3	0.230129	-1.68897
P01782	Immunoglobulin heavy variable 3-9 OS=Homo sapiens OX=9606 GN=IGHV3-9 PE=1 SV=2	IGHV3-9	3	5.58834	6.05518	2.58834	3.05518
Q5JU85	IQ motif and SEC7 domain-containing protein 2 OS=Homo sapiens OX=9606 GN=IQSEC2 PE=1 SV=2		5.55839	6.27171	5.15741	0.713321	-0.400979
P33176	Kinesin-1 heavy chain OS=Homo sapiens OX=9606 GN=KIF5B PE=1 SV=1	KIF5B	4.25422	5.49051	3	1.2363	-1.25422
Q63ZY3	KN motif and ankyrin repeat domain-containing protein 2 OS=Homo sapiens OX=9606 GN=KANK2 PE=1 SV=1	KANK2	3.69267	5.91863	3	2.22596	-0.692669
P55268	Laminin subunit beta-2 OS=Homo sapiens OX=9606 GN=LAMB2 PE=1 SV=2	LAMB2	4.10159	5.76993	3	1.66834	-1.10159
Q01650	Large neutral amino acids transporter small subunit 1 OS=Homo sapiens OX=9606 GN=SLC7A5 PE=1 SV=2	SLC7A5	5.10009	5.67877	4.90004	0.578676	-0.200059
Q32MZ4	Leucine-rich repeat flightless-interacting protein 1 OS=Homo sapiens OX=9606 GN=LRRFIP1 PE=1 SV=2	LRRFIP1	3	5.82288	3	2.82288	0
Q96AG4	Leucine-rich repeat-containing protein 59 OS=Homo sapiens OX=9606 GN=LRRC59 PE=1 SV=1	LRRC59	5.4273	5.88882	3.84135	0.461526	-1.58594
B7Z5P7	Leupaxin OS=Homo sapiens OX=9606 GN=LPXN PE=1 SV=1	LPXN	5.33468	5.80812	3	0.473441	-2.33468
Q8N3R9	MAGUK p55 subfamily member 5 OS=Homo sapiens OX=9606 GN=MPP5 PE=1 SV=3	MPP5	3	6.0264	5.74534	3.0264	2.74534
Q9BQA1	Methylosome protein 50 OS=Homo sapiens OX=9606 GN=WDR77 PE=1 SV=1	WDR77	4.31672	6.76315	3	2.44643	-1.31672
E9PJH7	Mitochondrial glutamate carrier 1 (Fragment) OS=Homo sapiens OX=9606 GN=SLC25A22 PE=1 SV=5		5.14744	6.44136	5.2381	1.29392	0.0906636
Q3ZCQ8	Mitochondrial import inner membrane translocase subunit TIM50 OS=Homo sapiens OX=9606 GN=TIMM50 PE=1 SV=2	TIMM50	4.3104	5.7973	4.60819	1.48689	0.297785
H7BXZ6	Mitochondrial Rho GTPase OS=Homo sapiens OX=9606 GN=RHOT1 PE=1 SV=2	RHOT1	3	5.79427	4.00939	2.79427	1.00939
K7EP06	mRNA cap guanine-N7 methyltransferase OS=Homo sapiens OX=9606 GN=RNMT PE=1 SV=1	RNMT	3.95036	5.92477	4.87969	1.97441	0.929328
O60568	Multifunctional procollagen lysine hydroxylase and glycosyltransferase LH3 OS=Homo sapiens OX=9606 GN=PLOD3 PE=1 SV=1	PLOD3	3.93756	5.64018	3	1.70261	-0.937561
A0A494BZV2	Myosin phosphatase Rho-interacting protein OS=Homo sapiens OX=9606 GN=MPRIP PE=1 SV=1		5.04826	5.98501	4.75752	0.936747	-0.290746
Q15233	Non-POU domain-containing octamer-binding protein OS=Homo sapiens OX=9606 GN=NONO PE=1 SV=4	NONO	4.30612	5.4166	5.23506	1.11048	0.928946
Q09161	Nuclear cap-binding protein subunit 1 OS=Homo sapiens OX=9606 GN=NCBP1 PE=1 SV=1	NCBP1	3	5.31762	5.1711	2.31762	2.1711
Q99567	Nuclear pore complex protein Nup88 OS=Homo sapiens OX=9606 GN=NUP88 PE=1 SV=2	NUP88	3	5.50206	5.05868	2.50206	2.05868
E5RGV5	Nucleolysin TIA-1 isoform p40 OS=Homo sapiens OX=9606 GN=TIA1 PE=1 SV=1	TIA1	3	5.30897	5.3802	2.30897	2.3802
Q96HC4	PDZ and LIM domain protein 5 OS=Homo sapiens OX=9606 GN=PDLIM5 PE=1 SV=5	PDLIM5	4.55847	5.97033	4.43906	1.41187	-0.119409
P32119	Peroxiredoxin-2 OS=Homo sapiens OX=9606 GN=PRDX2 PE=1 SV=5	PRDX2	4.46571	5.39578	4.88443	0.930074	0.418721
Q9NSD9	Phenylalanine--tRNA ligase beta subunit OS=Homo sapiens OX=9606 GN=FARSB PE=1 SV=3	FARSB	3.93134	5.51842	4.69289	1.58707	0.761543
A6NMN0	Phosphorylase b kinase regulatory subunit OS=Homo sapiens OX=9606 GN=PHKA1 PE=1 SV=1		3	6.09376	3	3.09376	0
O94906	Pre-mRNA-processing factor 6 OS=Homo sapiens OX=9606 GN=PRPF6 PE=1 SV=1	PRPF6	4.9827	5.33192	5.40973	0.349223	0.427029
Q96GQ7	Probable ATP-dependent RNA helicase DDX27 OS=Homo sapiens OX=9606 GN=DDX27 PE=1 SV=2	DDX27	3.83733	6.6477	5.57571	2.81037	1.73838
A0A075B6R3	Probable helicase with zinc finger domain OS=Homo sapiens OX=9606 GN=HELZ PE=1 SV=1		5.23038	5.42669	4.66148	0.19631	-0.568896
O15460	Prolyl 4-hydroxylase subunit alpha-2 OS=Homo sapiens OX=9606 GN=P4HA2 PE=1 SV=1	P4HA2	4.49183	6.08081	4.26342	1.58898	-0.228414
P25786	Proteasome subunit alpha type-1 OS=Homo sapiens OX=9606 GN=PSMA1 PE=1 SV=1	PSMA1	4.26339	5.69324	4.67961	1.42985	0.416221
E9PKG1	Protein arginine N-methyltransferase 1 OS=Homo sapiens OX=9606 GN=PRMT1 PE=1 SV=1		3	6.20155	5.28731	3.20155	2.28731
Q9UL18	Protein argonaute-1 OS=Homo sapiens OX=9606 GN=AGO1 PE=1 SV=3	AGO1; EIF2C1	3	4.63437	3	1.63437	0
Q9Y316	Protein MEMO1 OS=Homo sapiens OX=9606 GN=MEMO1 PE=1 SV=1	MEMO1	3.66151	5.81984	5.70322	2.15832	2.0417
Q9UKK3	Protein mono-ADP-ribosyltransferase PARP4 OS=Homo sapiens OX=9606 GN=PARP4 PE=1 SV=3	PARP4	4.19403	5.73391	3	1.53988	-1.19403
Q9BPW8	Protein NipSnap homolog 1 OS=Homo sapiens OX=9606 GN=NIPSNAP1 PE=1 SV=1	NIPSNAP1	3	5.57626	5.23299	2.57626	2.23299
Q96JE7	Protein transport protein Sec16B OS=Homo sapiens OX=9606 GN=SEC16B PE=1 SV=2	SEC16B; CRYZL2P-SEC16B	3	5.8512	3	2.8512	0
A0A1B0GUS7	Protein unc-13 homolog B OS=Homo sapiens OX=9606 GN=UNC13B PE=1 SV=1		3	5.31056	3	2.31056	0
A0A1W2PNX8	Protein unc-45 homolog A OS=Homo sapiens OX=9606 GN=UNC45A PE=1 SV=1		3	5.54739	3	2.54739	0
O60232	Protein ZNRD2 OS=Homo sapiens OX=9606 GN=ZNRD2 PE=1 SV=1	SSSCA1	3	5.92878	3	2.92878	0
P22061	Protein-L-isoaspartate(D-aspartate) O-methyltransferase OS=Homo sapiens OX=9606 GN=PCMT1 PE=1 SV=4	PCMT1	5.37764	5.85769	5.79464	0.480047	0.417001
Q9P2R3	Rabankyrin-5 OS=Homo sapiens OX=9606 GN=ANKFY1 PE=1 SV=2	ANKFY1	3	5.70205	5.57173	2.70205	2.57173
P46060	Ran GTPase-activating protein 1 OS=Homo sapiens OX=9606 GN=RANGAP1 PE=1 SV=1	RANGAP1	3	5.47365	3	2.47365	0
Q15404	Ras suppressor protein 1 OS=Homo sapiens OX=9606 GN=RSU1 PE=1 SV=3	RSU1	3.95433	5.67935	5.0961	1.72502	1.14177
P57078	Receptor-interacting serine/threonine-protein kinase 4 OS=Homo sapiens OX=9606 GN=RIPK4 PE=1 SV=1	RIPK4	4.63988	6.20511	3	1.56523	-1.63988
E9PGC5	Receptor-type tyrosine-protein phosphatase kappa OS=Homo sapiens OX=9606 GN=PTPRK PE=1 SV=1		3.68075	5.48531	3	1.80456	-0.680751
Q15293	Reticulocalbin-1 OS=Homo sapiens OX=9606 GN=RCN1 PE=1 SV=1	RCN1	4.61001	6.55249	3	1.94247	-1.61001
H0YAN8	Rho guanine nucleotide exchange factor 10 (Fragment) OS=Homo sapiens OX=9606 GN=ARHGEF10 PE=1 SV=1		3.80726	5.79519	3	1.98792	-0.807262
Q9Y4W2	Ribosomal biogenesis protein LAS1L OS=Homo sapiens OX=9606 GN=LAS1L PE=1 SV=2	LAS1L	3	5.13456	5.85637	2.13456	2.85637
Q9BWH6	RNA polymerase II-associated protein 1 OS=Homo sapiens OX=9606 GN=RPAP1 PE=1 SV=3	RPAP1	3.99899	5.43272	3	1.43373	-0.998995
Q9Y224	RNA transcription, translation and transport factor protein OS=Homo sapiens OX=9606 GN=RTRAF PE=1 SV=1	C14orf166; RTRAF	5.04523	5.85174	5.25489	0.806503	0.209658
A0A494C0A8	Serine/threonine-protein kinase TBK1 OS=Homo sapiens OX=9606 GN=TBK1 PE=1 SV=1		4.20159	5.85075	3	1.64916	-1.20159
Q04837	Single-stranded DNA-binding protein, mitochondrial OS=Homo sapiens OX=9606 GN=SSBP1 PE=1 SV=1	SSBP1	5.25719	6.30227	5.07315	1.04509	-0.18404
P62306	Small nuclear ribonucleoprotein F OS=Homo sapiens OX=9606 GN=SNRPF PE=1 SV=1	SNRPF	4.57493	5.36749	4.82345	0.792561	0.248523
P62314	Small nuclear ribonucleoprotein Sm D1 OS=Homo sapiens OX=9606 GN=SNRPD1 PE=1 SV=1	SNRPD1	3	6.23628	5.68755	3.23628	2.68755
Q15020	Squamous cell carcinoma antigen recognized by T-cells 3 OS=Homo sapiens OX=9606 GN=SART3 PE=1 SV=1	SART3	4.01202	6.01293	3.95954	2.00091	-0.0524814
Q8TAQ2	SWI/SNF complex subunit SMARCC2 OS=Homo sapiens OX=9606 GN=SMARCC2 PE=1 SV=1	SMARCC2	3	3	5.26825	0	2.26825
Q92526	T-complex protein 1 subunit zeta-2 OS=Homo sapiens OX=9606 GN=CCT6B PE=1 SV=5	CCT6B	4.65589	6.20494	4.74464	1.54905	0.0887545
Q12933	TNF receptor-associated factor 2 OS=Homo sapiens OX=9606 GN=TRAF2 PE=1 SV=2	TRAF2	4.0112	6.11596	5.14244	2.10476	1.13124
P51532	Transcription activator BRG1 OS=Homo sapiens OX=9606 GN=SMARCA4 PE=1 SV=2	SMARCA4	3	3	4.90665	0	1.90665
Q13144	Translation initiation factor eIF-2B subunit epsilon OS=Homo sapiens OX=9606 GN=EIF2B5 PE=1 SV=3	EIF2B5	4.34566	5.12615	4.07662	0.780488	-0.269039
Q92973	Transportin-1 OS=Homo sapiens OX=9606 GN=TNPO1 PE=1 SV=2	TNPO1	3.96902	5.33355	4.95158	1.36453	0.982562
F5GZQ3	Trifunctional enzyme subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=HADHB PE=1 SV=1	HADHB	4.59528	6.37221	4.94485	1.77693	0.349566
A0A087WWU8	Tropomyosin alpha-3 chain OS=Homo sapiens OX=9606 GN=TPM3 PE=1 SV=1	TPM3	4.9963	5.9097	4.99903	0.913394	0.0027261
Q12923	Tyrosine-protein phosphatase non-receptor type 13 OS=Homo sapiens OX=9606 GN=PTPN13 PE=1 SV=2	PTPN13	3	5.34609	3	2.34609	0
Q96QD9	UAP56-interacting factor OS=Homo sapiens OX=9606 GN=FYTTD1 PE=1 SV=3	FYTTD1	3	5.63649	6.06471	2.63649	3.06471
P19224	UDP-glucuronosyltransferase 1-6 OS=Homo sapiens OX=9606 GN=UGT1A6 PE=1 SV=2	UGT1A6	4.67036	5.50808	4.36512	0.837724	-0.305235
O75717	WD repeat and HMG-box DNA-binding protein 1 OS=Homo sapiens OX=9606 GN=WDHD1 PE=1 SV=1	WDHD1	4.10136	5.64519	4.78294	1.54383	0.681587
A0A087X295	WD repeat-containing protein 6 OS=Homo sapiens OX=9606 GN=WDR6 PE=1 SV=1	WDR6	3	5.89278	4.81132	2.89278	1.81132
Q86VM9	Zinc finger CCCH domain-containing protein 18 OS=Homo sapiens OX=9606 GN=ZC3H18 PE=1 SV=2	ZC3H18	4.7937	5.67499	5.44565	0.881291	0.651951
P09543	2',3'-cyclic-nucleotide 3'-phosphodiesterase OS=Homo sapiens OX=9606 GN=CNP PE=1 SV=2	CNP	3	5.56484	3	2.56484	0
O00487	26S proteasome non-ATPase regulatory subunit 14 OS=Homo sapiens OX=9606 GN=PSMD14 PE=1 SV=1	PSMD14	3.9936	5.83918	4.73935	1.84558	0.745749
A0A087X2I1	26S proteasome regulatory subunit 10B OS=Homo sapiens OX=9606 GN=PSMC6 PE=1 SV=1	PSMC6	3.88859	5.26605	3	1.37746	-0.888594
P17980	26S proteasome regulatory subunit 6A OS=Homo sapiens OX=9606 GN=PSMC3 PE=1 SV=3	PSMC3	4.3254	5.56157	4.68787	1.23616	0.362471
J3QLR8	28S ribosomal protein S23, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS23 PE=1 SV=1		3	5.78139	3	2.78139	0
Q96A35	39S ribosomal protein L24, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL24 PE=1 SV=1	MRPL24	5.01514	5.69865	3	0.68351	-2.01514
S4R369	39S ribosomal protein L37, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL37 PE=1 SV=1	MRPL37	4.14929	6.10873	3.96558	1.95945	-0.18371
H0YN88	40S ribosomal protein S17 OS=Homo sapiens OX=9606 GN=RPS17 PE=1 SV=1		3	5.99058	5.5718	2.99058	2.5718
P62861	40S ribosomal protein S30 OS=Homo sapiens OX=9606 GN=FAU PE=1 SV=1	FAU	5.36574	5.7301	5.28907	0.364365	-0.0766646
P18077	60S ribosomal protein L35a OS=Homo sapiens OX=9606 GN=RPL35A PE=1 SV=2	RPL35A	5.1814	5.00069	4.94408	-0.18071	-0.23732
Q9UBM7	7-dehydrocholesterol reductase OS=Homo sapiens OX=9606 GN=DHCR7 PE=1 SV=1	DHCR7	4.80777	5.77371	3	0.96594	-1.80777
Q9Y4W6	AFG3-like protein 2 OS=Homo sapiens OX=9606 GN=AFG3L2 PE=1 SV=2	AFG3L2	4.9366	5.56236	3	0.625761	-1.9366
P49588	Alanine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=AARS PE=1 SV=2	AARS	4.4154	5.62102	4.91313	1.20562	0.497726
P61163	Alpha-centractin OS=Homo sapiens OX=9606 GN=ACTR1A PE=1 SV=1	ACTR1A	3	5.42497	4.59251	2.42497	1.59251
Q06481	Amyloid-like protein 2 OS=Homo sapiens OX=9606 GN=APLP2 PE=1 SV=2	APLP2	3	5.33498	3	2.33498	0
E9PDP5	Ankyrin repeat and KH domain-containing protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=ANKHD1 PE=1 SV=1		5.09281	5.47984	4.05478	0.387034	-1.03803
Q8IUR7	Armadillo repeat-containing protein 8 OS=Homo sapiens OX=9606 GN=ARMC8 PE=1 SV=2	ARMC8	4.44355	5.38562	3	0.94207	-1.44355
O43776	Asparagine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=NARS1 PE=1 SV=1	NARS	3	6.21384	4.17901	3.21384	1.17901
Q9NVP1	ATP-dependent RNA helicase DDX18 OS=Homo sapiens OX=9606 GN=DDX18 PE=1 SV=2	DDX18	4.75627	4.3922	5.56014	-0.364067	0.803872
O95429	BAG family molecular chaperone regulator 4 OS=Homo sapiens OX=9606 GN=BAG4 PE=1 SV=1	BAG4	3	5.92394	3	2.92394	0
Q13884	Beta-1-syntrophin OS=Homo sapiens OX=9606 GN=SNTB1 PE=1 SV=3	SNTB1	3	5.40632	3	2.40632	0
Q13425	Beta-2-syntrophin OS=Homo sapiens OX=9606 GN=SNTB2 PE=1 SV=1	SNTB2	4.22152	5.7756	3	1.55408	-1.22152
P42025	Beta-centractin OS=Homo sapiens OX=9606 GN=ACTR1B PE=1 SV=1	ACTR1B	4.87206	5.86191	5.02002	0.989855	0.147959
Q9P1Z2	Calcium-binding and coiled-coil domain-containing protein 1 OS=Homo sapiens OX=9606 GN=CALCOCO1 PE=1 SV=2	CALCOCO1	3.91546	5.43531	3	1.51985	-0.91546
P0DP25	Calmodulin-3 OS=Homo sapiens OX=9606 GN=CALM3 PE=1 SV=1	CALM3; CALM2; CALM1	4.61724	6.54255	4.47451	1.92531	-0.142735
K7EPJ4	Cartilage intermediate layer protein 2 OS=Homo sapiens OX=9606 GN=CILP2 PE=1 SV=1	CILP2	3	3	5.44141	0	2.44141
E7EU96	Casein kinase II subunit alpha OS=Homo sapiens OX=9606 GN=CSNK2A1 PE=1 SV=1		4.03225	5.82732	5.19907	1.79507	1.16682
Q9UKZ1	CCR4-NOT transcription complex subunit 11 OS=Homo sapiens OX=9606 GN=CNOT11 PE=1 SV=1	C2orf29; CNOT11	3	5.50052	3	2.50052	0
F8W145	CCR4-NOT transcription complex subunit 2 (Fragment) OS=Homo sapiens OX=9606 GN=CNOT2 PE=1 SV=1		3	5.94152	3	2.94152	0
H0Y9C1	CCR4-NOT transcription complex subunit 6-like OS=Homo sapiens OX=9606 GN=CNOT6L PE=1 SV=2		3	5.83557	3	2.83557	0
B4DLN1	cDNA FLJ60124, highly similar to Mitochondrial dicarboxylate carrier OS=Homo sapiens OX=9606 PE=2 SV=1		3.60674	6.23523	4.63467	2.62849	1.02793
P60953	Cell division control protein 42 homolog OS=Homo sapiens OX=9606 GN=CDC42 PE=1 SV=2	CDC42	4.10711	5.64141	4.93853	1.5343	0.831426
O43303	Centriolar coiled-coil protein of 110 kDa OS=Homo sapiens OX=9606 GN=CCP110 PE=1 SV=3	CCP110	3	5.57135	3	2.57135	0
Q5SW79	Centrosomal protein of 170 kDa OS=Homo sapiens OX=9606 GN=CEP170 PE=1 SV=1	CEP170	3	5.58754	3	2.58754	0
Q9BU40	Chordin-like protein 1 OS=Homo sapiens OX=9606 GN=CHRDL1 PE=1 SV=2		4.13313	6.02413	3	1.89099	-1.13313
A0A2U3TZM0	Chromodomain-helicase-DNA-binding protein 4 OS=Homo sapiens OX=9606 GN=CHD4 PE=1 SV=1		3	3	5.41362	0	2.41362
Q9UBF2	Coatomer subunit gamma-2 OS=Homo sapiens OX=9606 GN=COPG2 PE=1 SV=1	COPG2	3	4.64374	3	1.64374	0
Q96A33	Coiled-coil domain-containing protein 47 OS=Homo sapiens OX=9606 GN=CCDC47 PE=1 SV=1	CCDC47	3	5.5621	3	2.5621	0
P06493	Cyclin-dependent kinase 1 OS=Homo sapiens OX=9606 GN=CDK1 PE=1 SV=3	CDK1	3.72206	5.40845	3	1.68639	-0.722057
E7ET01	Cytoplasmic dynein 1 intermediate chain 2 (Fragment) OS=Homo sapiens OX=9606 GN=DYNC1I2 PE=1 SV=1		3.99781	5.27188	4.9364	1.27407	0.93859
Q5BKZ1	DBIRD complex subunit ZNF326 OS=Homo sapiens OX=9606 GN=ZNF326 PE=1 SV=2	ZNF326	3.73975	3	5.45249	-0.739754	1.71273
Q9UH17	DNA dC->dU-editing enzyme APOBEC-3B OS=Homo sapiens OX=9606 GN=APOBEC3B PE=1 SV=1	APOBEC3B	3	5.32763	5.76454	2.32763	2.76454
H0Y368	Dolichol-phosphate mannosyltransferase subunit 1 (Fragment) OS=Homo sapiens OX=9606 GN=DPM1 PE=1 SV=1		4.73254	4.86735	3	0.134812	-1.73254
O95793	Double-stranded RNA-binding protein Staufen homolog 1 OS=Homo sapiens OX=9606 GN=STAU1 PE=1 SV=2	STAU1	3	5.41138	4.30932	2.41138	1.30932
H0YI98	Dynactin subunit 2 (Fragment) OS=Homo sapiens OX=9606 GN=DCTN2 PE=1 SV=1		3.66741	5.52905	3	1.86164	-0.667408
O95714	E3 ubiquitin-protein ligase HERC2 OS=Homo sapiens OX=9606 GN=HERC2 PE=1 SV=2	HERC2	3	5.14358	3	2.14358	0
Q7Z6Z7	E3 ubiquitin-protein ligase HUWE1 OS=Homo sapiens OX=9606 GN=HUWE1 PE=1 SV=3	HUWE1	3	5.36984	4.57179	2.36984	1.57179
Q9NWF9	E3 ubiquitin-protein ligase RNF216 OS=Homo sapiens OX=9606 GN=RNF216 PE=1 SV=3	RNF216	3	5.74554	3	2.74554	0
Q9C026	E3 ubiquitin-protein ligase TRIM9 OS=Homo sapiens OX=9606 GN=TRIM9 PE=1 SV=1	TRIM9	3	5.8037	3	2.8037	0
